"placedVMs","numVMs","allocRate","cpuUtilRate","ramUtilRate","netUtilRate","diskUtilRate","migrations","migrationRate"
"18","18","100.0","28.281206265579794","57.80724287033081","87.39259243011475","33.1840842962265","8","44.44444444444444"
"21","21","100.0","36.33102379017405","68.81804466247559","98.96109700202942","43.27986240386963","12","57.14285714285714"
"21","24","87.5","35.57738635254809","66.41327738761902","95.15700936317444","44.5763885974884","15","62.5"
"3","3","100.0","5.373772212872095","13.477584719657898","8.896905183792114","19.54115331172943","0","0.0"
"6","6","100.0","11.550247594704244","25.495129823684692","14.829625189304352","35.82395911216736","0","0.0"
"9","9","100.0","17.971288670239773","41.74066781997681","22.453059256076813","55.40081858634949","0","0.0"
"12","12","100.0","25.56798560343579","53.49070429801941","29.37239110469818","67.5593614578247","4","33.33333333333333"
"15","15","100.0","28.3873025108191","65.39334058761597","37.29572296142578","79.08409237861633","8","53.333333333333336"
"17","18","94.44444179534912","35.102972520262846","72.86065220832825","39.051634073257446","85.41331887245178","8","44.44444444444444"
"18","21","85.71428656578064","33.95330157536225","71.2923526763916","43.02416443824768","87.23441958427429","7","33.33333333333333"
"19","24","79.16666865348816","35.85979463616048","73.1151282787323","46.42733037471771","88.84127736091614","8","33.33333333333333"
"3","3","100.0","11.920804711648024","3.8648493587970734","8.622759580612183","7.184240967035294","0","0.0"
"6","6","100.0","25.38389979042885","9.248189628124237","16.825315356254578","17.668597400188446","1","16.666666666666664"
"9","9","100.0","38.506328061356406","14.581495523452759","24.706286191940308","25.918889045715332","0","0.0"
"12","12","100.0","48.70288059641377","20.858600735664368","30.22039234638214","30.224797129631042","3","25.0"
"15","15","100.0","55.03185143705005","31.010618805885315","35.087043046951294","33.520278334617615","0","0.0"
"18","18","100.0","62.16993842791753","37.91196048259735","41.94751679897308","39.7867888212204","10","55.55555555555556"
"21","21","100.0","67.434682791389","43.75461935997009","46.715548634529114","48.843568563461304","9","42.857142857142854"
"24","24","100.0","80.99957514093758","50.862669944763184","54.25778031349182","54.484355449676514","16","66.66666666666666"
"3","3","100.0","8.736569749229975","4.426384717226028","13.03589642047882","4.771530255675316","0","0.0"
"6","6","100.0","18.206978952799798","15.996187925338745","20.37159502506256","11.47933378815651","0","0.0"
"9","9","100.0","23.68888098622971","25.36083459854126","29.294690489768982","21.559657156467438","1","11.11111111111111"
"12","12","100.0","31.215305272061507","35.7330858707428","41.368529200553894","33.565616607666016","4","33.33333333333333"
"15","15","100.0","37.7803932256116","47.73643612861633","54.60284948348999","42.7575945854187","8","53.333333333333336"
"18","18","100.0","41.28337154029013","52.12697386741638","63.66423964500427","52.316612005233765","10","55.55555555555556"
"21","21","100.0","47.822328095698246","59.199076890945435","73.66364002227783","63.81722688674927","7","33.33333333333333"
"22","24","91.66666865348816","49.5670662956479","58.058881759643555","74.27695393562317","68.0621325969696","4","16.666666666666664"
"3","3","100.0","10.948272890033667","3.8519151508808136","8.996526896953583","6.391888111829758","0","0.0"
"6","6","100.0","21.059402419621062","10.340214520692825","13.323013484477997","14.200089871883392","0","0.0"
"9","9","100.0","29.396596548944267","19.667328894138336","19.540923833847046","23.149554431438446","0","0.0"
"12","12","100.0","35.89841313020115","27.437233924865723","27.242523431777954","29.993021488189697","0","0.0"
"15","15","100.0","46.32931574416075","33.12039077281952","32.30141997337341","34.93164777755737","4","26.666666666666668"
"18","18","100.0","55.82918799549833","41.47925078868866","39.3498957157135","41.922903060913086","2","11.11111111111111"
"21","21","100.0","63.58582230704166","45.90938091278076","47.76502549648285","50.35099983215332","12","57.14285714285714"
"24","24","100.0","71.9295809702192","51.519304513931274","54.028236865997314","54.72310185432434","10","41.66666666666667"
"3","3","100.0","5.350484203946495","9.255614131689072","3.9924997836351395","8.350560069084167","0","0.0"
"6","6","100.0","12.973342659370266","18.678903579711914","14.373913407325745","12.962962687015533","2","33.33333333333333"
"9","9","100.0","24.2399923182576","27.989313006401062","18.709412217140198","23.604650795459747","2","22.22222222222222"
"12","12","100.0","35.49181508464508","34.38906967639923","24.85594004392624","31.270456314086914","6","50.0"
"15","15","100.0","44.229608786557705","41.03858172893524","31.72048032283783","35.52110195159912","10","66.66666666666666"
"18","18","100.0","52.64921266847351","46.8441903591156","40.030184388160706","45.865634083747864","8","44.44444444444444"
"20","21","95.23809552192688","58.5696614479143","48.42839241027832","44.16902959346771","50.4048228263855","6","28.57142857142857"
"21","24","87.5","60.067789493899326","50.192904472351074","46.327632665634155","50.61584711074829","1","4.166666666666666"
"3","3","100.0","5.236374066221321","6.663697212934494","9.606143087148666","10.487902164459229","0","0.0"
"6","6","100.0","13.483682542299668","19.212637841701508","17.948971688747406","19.02119517326355","0","0.0"
"9","9","100.0","19.60194557441075","24.204981327056885","25.622987747192383","23.285342752933502","1","11.11111111111111"
"12","12","100.0","30.275940777456896","37.562096118927","37.08694577217102","34.56808626651764","5","41.66666666666667"
"15","15","100.0","39.50492447760348","46.271950006484985","45.66262066364288","39.89202082157135","8","53.333333333333336"
"18","18","100.0","47.643000492061326","53.56430411338806","53.76269221305847","48.330333828926086","9","50.0"
"21","21","100.0","53.57792130282037","60.38992404937744","61.882585287094116","53.63427400588989","11","52.38095238095239"
"24","24","100.0","60.472490508712404","70.32975554466248","71.26579284667969","65.21695852279663","12","50.0"
"3","3","100.0","5.055986556260829","5.768689885735512","9.507820755243301","6.995771825313568","0","0.0"
"6","6","100.0","13.096500622556576","12.482276558876038","17.05627292394638","15.088178217411041","1","16.666666666666664"
"9","9","100.0","17.277207463713225","22.887949645519257","24.413464963436127","22.45178520679474","1","11.11111111111111"
"12","12","100.0","26.09365340577628","32.676878571510315","34.29955840110779","27.498367428779602","4","33.33333333333333"
"15","15","100.0","32.67307508119357","42.795830965042114","41.3804829120636","34.17786657810211","5","33.33333333333333"
"18","18","100.0","41.959660075403356","47.576624155044556","50.68854093551636","40.57547450065613","0","0.0"
"21","21","100.0","46.552952137154","54.4114351272583","58.105236291885376","43.43566298484802","14","66.66666666666666"
